주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
PAR-008081,대야제1공영주차장,공영,노외,,경기도 군포시 대야미동 637-5,12,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 군포시청,031-390-0705,37.33267696,126.916164,2022-04-26,4020000,경기도 군포시
PAR-008082,대야제2공영주차장,공영,노외,,경기도 군포시 대야미동 639-2,19,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 군포시청,031-390-0705,37.33179751,126.916127,2022-04-26,4020000,경기도 군포시
PAR-008083,대야제3공영주차장,공영,노외,,경기도 군포시 대야미동 636-6,24,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 군포시청,031-390-0705,37.33039017,126.914931,2022-04-26,4020000,경기도 군포시
PAR-008084,대야제4공영주차장,공영,노외,,경기도 군포시 대야미동 645-12,17,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 군포시청,031-390-0705,37.3298166,126.9174662,2022-04-26,4020000,경기도 군포시
PAR-008085,대야제5공영주차장,공영,노외,,경기도 군포시 대야미동 649-1,43,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 군포시청,031-390-0705,37.329095,126.9191191,2022-04-26,4020000,경기도 군포시
PAR-008086,당정5공영주차장,공영,노외,,경기도 군포시 당정동 1018-3,24,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 군포시청,031-390-0705,37.341265,126.948831,2022-04-26,4020000,경기도 군포시
PAR-008087,당말공영주차장,공영,노외,,경기도 군포시 당동 869,26,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 군포시청,031-390-0705,37.355758,126.9416824,2022-04-26,4020000,경기도 군포시
PAR-008088,번영공영주차장,공영,노외,,경기도 군포시 금정동 783,31,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 군포시청,031-390-0705,37.366325,126.9484914,2022-04-26,4020000,경기도 군포시
PAR-008089,공단로노상주차장,공영,노상,,경기도 군포시 금정동 784,94,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 군포시청,031-390-0705,37.36941408,126.9453058,2022-04-26,4020000,경기도 군포시
PAR-008090,행복2공영주차장,공영,노외,경기도 군포시 산본로372번길 6,경기도 군포시 산본동 1096-1,147,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 군포시청,031-390-0705,37.36392717,126.9319591,2022-04-26,4020000,경기도 군포시
PAR-008091,당정11공영주차장,공영,노외,,경기도 군포시 당정동 181-45,28,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,0,0,0,0,0,0,60000,현금+신용카드,월정기 전용,군포도시공사,031-390-7684,37.35857463,126.955211,2022-04-26,4020000,경기도 군포시
PAR-008092,당정10공영주차장,공영,노외,,경기도 군포시 당정동 181-6,69,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,0,0,0,0,0,0,60000,현금+신용카드,월정기 전용,군포도시공사,031-390-7684,37.35652059,126.9528117,2022-04-26,4020000,경기도 군포시
PAR-008093,당정12공영주차장,공영,노외,경기도 군포시 당정역로 100,경기도 군포시 당정동 1009-1,30,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,500,10,100,16,4000,30000,현금+신용카드,"경차·장애인 차량 할인+평일·토요일[08:00~24:00(유료),00:01~07:59(무료)]+일요일[10:00~22:00(유료),22:01~09:59(무료)]",군포도시공사,031-390-7684,37.34517838,126.948932,2022-04-26,4020000,경기도 군포시
PAR-008094,군포고가교밑2공영주차장,공영,노외,경기도 군포시 공단로 110,경기도 군포시 당정동 1141,30,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,500,10,100,16,4000,60000,현금+신용카드,"경차·장애인 차량 할인+평일·토요일[08:00~24:00(유료),00:01~07:59(무료)]+일요일[10:00~22:00(유료),22:01~09:59(무료)]",군포도시공사,031-390-7684,37.3547961,126.949805,2022-04-26,4020000,경기도 군포시
PAR-008095,군포고가교밑3공영주차장,공영,노외,경기도 군포시 공단로 104번길 12,경기도 군포시 당정동 488-2,33,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,0,0,0,0,0,0,60000,현금+신용카드,월정기 전용,군포도시공사,031-390-7684,37.35378835,126.9515056,2022-04-26,4020000,경기도 군포시
PAR-008096,당정대영지구공영주차장,공영,노외,,경기도 군포시 당정동 352-14,6,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 군포시청,031-390-0705,37.353239,126.956339,2022-04-26,4020000,경기도 군포시
PAR-008097,군포고가교밑1공영주차장,공영,노상,경기도 군포시 공단로 109,경기도 군포시 당동 134-5,15,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,500,10,100,8,4000,60000,현금+신용카드,"경차·장애인 차량 할인+평일[10:00~19:00(유료),19:01~09:59(무료)]+토요일·일요일[무료개방]",군포도시공사,031-390-7684,37.35497233,126.949221,2022-04-26,4020000,경기도 군포시
PAR-008098,금산로1공영주차장,공영,노상,"경기도 군포시 금산로 84, 106",경기도 군포시 산본동 300,12,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,군포도시공사,031-390-7684,37.36956769,126.9376862,2022-04-26,4020000,경기도 군포시
PAR-008099,금산로2공영주차장,공영,노상,"경기도 군포시 금산로 1, 20",경기도 군포시 금정동 811,47,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,군포도시공사,031-390-7684,37.362733,126.9410533,2022-04-26,4020000,경기도 군포시
PAR-008100,당동4공영주차장,공영,노외,경기도 군포시 용호1로46번길 5-18,경기도 군포시 당동 962-1,17,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,군포도시공사,031-390-7684,37.3469513,126.9405461,2022-04-26,4020000,경기도 군포시
PAR-008101,군포역환승공영주차장,공영,노외,경기도 군포시 군포역1길 33,경기도 군포시 당동 261-7,75,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,700,10,200,16,6000,70000,현금+신용카드,"경차·장애인 차량 할인+평일·토요일[08:00~24:00(유료),00:01~07:59(무료)]+일요일[10:00~22:00(유료),22:01~09:59(무료)]",군포도시공사,031-390-7684,37.35300688,126.9478989,2022-04-26,4020000,경기도 군포시
PAR-008102,금정제일공영주차장,공영,노외,경기도 군포시 금재로 29,경기도 군포시 금정동 755,115,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,500,10,100,16,4000,50000,현금+신용카드,"경차·장애인 차량 할인+평일·토요일[08:00~24:00(유료),00:01~07:59(무료)]+일요일[10:00~22:00(유료),22:01~09:59(무료)]",군포도시공사,031-390-7684,37.360572,126.9438224,2022-04-26,4020000,경기도 군포시
PAR-008103,당동1공영주차장,공영,노외,경기도 군포시 금당로69번길 2,경기도 군포시 당동 945,83,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,500,10,100,16,4000,50000,현금+신용카드,"경차·장애인 차량 할인+평일·토요일[08:00~24:00(유료),00:01~07:59(무료)]+일요일[10:00~22:00(유료),22:01~09:59(무료)]",군포도시공사,031-390-7684,37.35391103,126.9409268,2022-04-26,4020000,경기도 군포시
PAR-008104,당동노외공영주차장,공영,노외,경기도 군포시 군포역2길 11,경기도 군포시 당동 778-25,26,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,700,10,200,16,6000,70000,현금+신용카드,"경차·장애인 차량 할인+평일·토요일[08:00~24:00(유료),00:01~07:59(무료)]+일요일[10:00~22:00(유료),22:01~09:59(무료)]",군포도시공사,031-390-7684,37.352699,126.9472457,2022-04-26,4020000,경기도 군포시
PAR-008105,당동2공영주차장,공영,노외,경기도 군포시 금당로 41,경기도 군포시 당동 949-3,207,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,500,10,100,16,4000,50000,현금+신용카드,"경차·장애인 차량 할인+평일·주말[08:00~24:00(유료),00:01~07:59(무료)]",군포도시공사,031-390-7684,37.35133395,126.93922,2022-04-26,4020000,경기도 군포시
PAR-008106,산본천공영주차장,공영,노외,경기도 군포시 산본천로 221-1,경기도 군포시 산본동 100,74,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,700,10,200,0,0,114000,현금+신용카드,"경차·장애인 차량 할인+평일·주말[08:00~24:00(유료),00:01~07:59(무료)]",군포도시공사,031-390-7684,37.37204757,126.941727,2022-04-26,4020000,경기도 군포시
PAR-008107,금당로 노상주차장,공영,노상,,경기도 군포시 당동 864,81,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 군포시청,031-390-0705,37.35702265,126.9436645,2022-04-26,4020000,경기도 군포시
PAR-008108,당동3공영주차장,공영,노외,경기도 군포시 용호1로16번길 8,경기도 군포시 당동 973-4,81,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,500,10,100,16,4000,60000,현금+신용카드,"경차·장애인 차량 할인+평일·토요일[08:00~24:00(유료),00:01~07:59(무료)]+일요일[10:00~22:00(유료),22:01~09:59(무료)]",군포도시공사,031-390-7684,37.34411593,126.939131,2022-04-26,4020000,경기도 군포시
PAR-008109,고랑치기공영주차장,공영,노외,경기도 군포시 군포첨단산업2로 13,경기도 군포시 부곡동 1246-1,165,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,500,10,100,16,4000,60000,현금+신용카드,"경차·장애인 차량 할인+평일·토요일[08:00~24:00(유료),00:01~07:59(무료)]+일요일[10:00~22:00(유료),22:01~09:59(무료)]",군포도시공사,031-390-7684,37.32664758,126.941678,2022-04-26,4020000,경기도 군포시
PAR-008110,산본시장 임시주차장,공영,노외,,"경기도 군포시 산본동 257-2, 257-10",16,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 군포시청,031-390-0705,37.37042762,126.9387274,2022-04-26,4020000,경기도 군포시
PAR-008111,금정역 제1공영주차장,공영,노외,경기도 군포시 공단로 304,경기도 군포시 금정동 689-59,203,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,30,700,10,200,0,6000,0,현금+신용카드,경차·장애인 차량 할인,군포도시공사,031-390-7684,37.37126973,126.9448429,2022-04-26,4020000,경기도 군포시
PAR-008112,황금로 공영주차장,공영,노외,부산광역시 연제구 금련로42번길 18(연산동),부산광역시 연제구 연산동 1811-561,54,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,100,,,,,,,부산광역시 연제구청,051-665-5034,35.17046555,129.0951485,2022-05-03,3370000,부산광역시 연제구
PAR-008113,연일 공동주차장,공영,노외,부산광역시 연제구 고분로20번길 20-8(연산동),부산광역시 연제구 연산동 768-5,23,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,100,,,,,,,부산광역시 연제구청,051-665-5034,35.18446948,129.084383,2022-05-03,3370000,부산광역시 연제구
PAR-008114,과정 공영주차장,공영,노외,부산광역시 연제구 과정로265번길 20(연산동),부산광역시 연제구 연산동 1062-1,53,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,100,,,,,,,부산광역시 연제구청,051-665-5034,35.18707007,129.098859,2022-05-03,3370000,부산광역시 연제구
PAR-008115,연미노외공영주차장,공영,노외,부산광역시 연제구 연수로 221(연산동),부산광역시 연제구 연산동 2122-12,24,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,200,,,,,,,부산광역시 연제구청,051-665-5034,35.17374136,129.0950481,2022-05-03,3370000,부산광역시 연제구
PAR-008116,한양아파트 앞 공영주차장,공영,노상,부산광역시 연제구 연안로13번길 일원(연산동),부산광역시 연제구 연산동 420-4,70,4,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,10,100,100,,,,,,,부산광역시 연제구청,051-665-5034,35.18917144,129.1065444,2022-05-03,3370000,부산광역시 연제구
PAR-008117,해신동 10,공영,노외,전라북도 군산시 내항2길 238 (해망동 ),전라북도 군산시 해망동 1011-22,140,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,전라북도 군산시청,063-454-3812,35.99340005,126.7043161,2022-09-01,4670000,전라북도 군산시
PAR-008118,시티타워 뒤 공영주차장,공영,노상,부산광역시 연제구 거제천로182번길 3(연산동),부산광역시 연제구 연산동 1123-1,11,3,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,10,200,200,,,,,,,부산광역시 연제구청,051-665-5034,35.189578,129.0801574,2022-05-03,3370000,부산광역시 연제구
PAR-008119,태경선샤인아파트 앞 공영주차장,공영,노상,부산광역시 연제구 중앙대로1238 일원(거제동),부산광역시 연제구 거제동 120-6,24,4,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,10,100,100,,,,,,,부산광역시 연제구청,051-665-5034,35.19792748,129.0792061,2022-05-03,3370000,부산광역시 연제구
PAR-008120,연제문화체육공원 공영주차장,공영,노외,부산광역시 연제구 고분로68번길 25(연산동),부산광역시 연제구 연산동 952-18,17,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,100,,,,,,,부산광역시 연제구청,051-665-5034,35.18471436,129.090531,2022-05-03,3370000,부산광역시 연제구
PAR-008121,해맞이 공영주차장,공영,노외,,부산광역시 연제구 거제동 625-11,14,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,200,,,,,,,부산광역시 연제구청,051-665-5034,35.18323045,129.0697332,2022-05-03,3370000,부산광역시 연제구
PAR-008122,광주은행 뒤,공영,노외,,전라남도 해남군 해남읍 해리 439-3,66,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57130904,126.6058425,2022-05-02,4930000,전라남도 해남군
PAR-008123,거빈식당 앞,공영,노외,,전라남도 해남군 해남읍 읍내리 16-4,36,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.5708726,126.5998641,2022-05-02,4930000,전라남도 해남군
PAR-008124,금영(아)뒤편,공영,노외,,전라남도 해남군 해남읍 수성리 184-2,68,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57410446,126.5978202,2022-05-02,4930000,전라남도 해남군
PAR-008125,홍교주차장,공영,노외,,전라남도 해남군 해남읍 평동리 135,51,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.56936504,126.5989937,2022-05-02,4930000,전라남도 해남군
PAR-008126,옥천보건지소 옆,공영,노외,,전라남도 해남군 옥천면 영춘리 951-4,10,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.56703184,126.6500593,2022-05-02,4930000,전라남도 해남군
PAR-008127,남동리 도시계획 도로,공영,노외,,전라남도 해남군 해남읍 남동리 6-1,20,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57095367,126.5975883,2022-05-02,4930000,전라남도 해남군
PAR-008128,대흥사우나 2호점 앞,공영,노외,,전라남도 해남군 해남읍 수성리 202-1,20,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57549889,126.5985778,2022-05-02,4930000,전라남도 해남군
PAR-008129,옥천면사무소 맞은편,공영,노외,,전라남도 해남군 옥천면 영춘리 526,80,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.56650806,126.6475451,2022-05-02,4930000,전라남도 해남군
PAR-008130,송지 산정우체국 앞,공영,노외,,전라남도 해남군 송지면 산정리 755-3,34,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.37038956,126.5208425,2022-05-02,4930000,전라남도 해남군
PAR-008131,황산 시등교회 앞,공영,노외,,전라남도 해남군 황산면 우항리 492,57,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57635952,126.4330732,2022-05-02,4930000,전라남도 해남군
PAR-008132,해남축협 앞,공영,노외,,전라남도 해남군 해남읍 평동리 19,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.56884964,126.6006255,2022-05-02,4930000,전라남도 해남군
PAR-008133,신동백아 뒤편,공영,노외,,전라남도 해남군 해남읍 해리 657-66,33,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57391589,126.6071614,2022-05-02,4930000,전라남도 해남군
PAR-008134,중부교회 옆,공영,노외,,전라남도 해남군 해남읍 해리 645-2,20,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.56743807,126.6024055,2022-05-02,4930000,전라남도 해남군
PAR-008135,성민교회 옆,공영,노외,,전라남도 해남군 해남읍 남외리 142,36,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.56778009,126.5926218,2022-05-02,4930000,전라남도 해남군
PAR-008136,미암사거리,공영,노외,,전라남도 해남군 해남읍 해리 524-2,28,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57386093,126.6042423,2022-05-02,4930000,전라남도 해남군
PAR-008137,천변 유신교 부근,공영,노외,,전라남도 해남군 해남읍 평동리 4,16,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57048546,126.6003008,2022-05-02,4930000,전라남도 해남군
PAR-008138,복음내과 앞,공영,노외,,전라남도 해남군 해남읍 해리 463,20,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57182061,126.6072085,2022-05-02,4930000,전라남도 해남군
PAR-008139,제일자동차 옆,공영,노외,,전라남도 해남군 해남읍 남외리 446-4,20,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57401929,126.5912847,2022-05-02,4930000,전라남도 해남군
PAR-008140,해신동 9,공영,노외,전라북도 군산시 내항2길 216 (금동 ),전라북도 군산시 금동 57-4,27,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,전라북도 군산시청,063-454-3812,35.99398546,126.7047421,2022-09-01,4670000,전라북도 군산시
PAR-008141,문내 5일시장,공영,노외,,전라남도 해남군 문내면 동외리 919-9,29,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.5960829,126.310881,2022-05-02,4930000,전라남도 해남군
PAR-008142,황산농협 앞,공영,노외,,전라남도 해남군 황산면 우항리 417-1,37,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57655535,126.4351958,2022-05-02,4930000,전라남도 해남군
PAR-008143,문화원 맞은편,공영,노외,,전라남도 해남군 해남읍 수성리 77-1,18,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57361978,126.6010525,2022-05-02,4930000,전라남도 해남군
PAR-008144,평화의집 앞,공영,노외,,전라남도 해남군 해남읍 수성리 245-33번지,8,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57182885,126.6013967,2022-05-02,4930000,전라남도 해남군
PAR-008145,해남관광호텔 옆,공영,노외,전라남도 해남군 해남읍 서초길 60,전라남도 해남군 해남읍 남동리 76,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.56980533,126.5955276,2022-05-02,4930000,전라남도 해남군
PAR-008146,해남종합터미널 뒤,공영,노외,,전라남도 해남군 해남읍 해리 678-10,45,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.56990491,126.6080662,2022-05-02,4930000,전라남도 해남군
PAR-008147,해남군민광장 옆,공영,노외,,전라남도 해남군 해남읍 성내리 13-5,18,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57235741,126.5998423,2022-05-02,4930000,전라남도 해남군
PAR-008148,광남그린빌라 옆,공영,노외,,전라남도 해남군 해남읍 해리 589-2,73,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57240271,126.6025571,2022-05-02,4930000,전라남도 해남군
PAR-008149,광수전자 맞은편,공영,노외,,전라남도 해남군 해남읍 구교리 454-2,80,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57874666,126.5853996,2022-05-02,4930000,전라남도 해남군
PAR-008150,해고 앞,공영,노외,,전라남도 해남군 해남읍 수성리 217,70,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57570248,126.5961106,2022-05-02,4930000,전라남도 해남군
PAR-008151,화원면,공영,노외,,전라남도 해남군 화원면 청용리 554,53,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.66779599,126.3299898,2022-05-02,4930000,전라남도 해남군
PAR-008152,구 국향정 부지,공영,노외,전라남도 해남군 해남읍 중앙1로 14,전라남도 해남군 해남읍 해리 453-3,62,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57148535,126.6068439,2022-05-02,4930000,전라남도 해남군
PAR-008153,구 보건소 뒤편,공영,노외,,전라남도 해남군 해남읍 해리 416-26,44,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57035073,126.6037897,2022-05-02,4930000,전라남도 해남군
PAR-008154,평동오거리,공영,노외,전라남도 해남군 해남읍 홍교로 86,전라남도 해남군 해남읍 평동리 171-4,41,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.56775587,126.6007491,2022-05-02,4930000,전라남도 해남군
PAR-008155,화산면,공영,노외,,전라남도 해남군 화산면 방축리 383-7,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.49117409,126.5155081,2022-05-02,4930000,전라남도 해남군
PAR-008156,현산면,공영,노외,전라남도 해남군 현산면 현산북평로 93,전라남도 해남군 현산면 일평리 842-3,42,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.45925772,126.5541957,2022-05-02,4930000,전라남도 해남군
PAR-008157,문내면,공영,노외,전라남도 해남군 문내면 우수영로 11-1,전라남도 해남군 문내면 동외리 888-4,128,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.59622398,126.3119827,2022-05-02,4930000,전라남도 해남군
PAR-008158,신금영아파트 앞,공영,노외,전라남도 해남군 해남읍 영빈로 15,전라남도 해남군 해남읍 해리 646-1,6,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.56733669,126.6027176,2022-05-02,4930000,전라남도 해남군
PAR-008159,본가아파트 부근,공영,노외,,전라남도 해남군 해남읍 남외리 94-1,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57019047,126.5937448,2022-05-02,4930000,전라남도 해남군
PAR-008160,선관위부지,공영,노외,,전라남도 해남군 해남읍 해리 192-2,50,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57047473,126.6091383,2022-05-02,4930000,전라남도 해남군
PAR-008161,해남 구교리(우진아트빌 옆),공영,노외,,전라남도 해남군 해남읍 구교리 587,60,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57830697,126.5909272,2022-05-02,4930000,전라남도 해남군
PAR-008162,문화예술회관 부근,공영,노외,,전라남도 해남군 해남읍 수성리 80-1,26,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,전라남도 해남군청,061-530-5645,34.57422312,126.6006127,2022-05-02,4930000,전라남도 해남군
